Reservoir,Reservoir_type,Year,Cyanobacteria_Max_cells/ml,logCyanoMax_cells/ml,Chlorophyll_a_ug/l,Secchi_cm,TP_ppb,P_dissolved_ppb,TKN_ppm,NH3_ppm,NOx_ppm,TOC_ppm,Alkalinity_ppm,NH36to8inflow_ppm,TKN6to8inflow_ppm,NOx6to8inflow_ppm,TP6to8inflow_ppb,TOC6to8inflow_ppm,Summer_precip_inches,Summer_precip_Z-score,mayST_Celsius,junST_Celsius,julST_Celsius,augST_Celsius,mayDO_mg/l,junDO_mg/l,mayDT_Celsius,junDT_Celsius,julDT_Celsius,augDT_Celsius
PRR,1,2015,227854.1,5.358,7.3,58,3.2,na,1.183,0.135,0.059,3.82,59.4,0.076,0.6,0.397,2,2,19.72,2.029,na,na,26.23,26.64,na,na,na,na,15.95,16.28
PRR,1,2016,396775.4,5.599,3.28,84,27.9,na,0.336,0.082,0.04,4.68,66.7,na,na,na,na,na,12.46,0.082,17.25,27.32,29.24,30.78,4.7,1.2,12.53,13.6,15.52,17.61
PRR,1,2017,1385836.3,6.142,5.72,98,21.6,9.2,0.514,0.097,0.041,6.04,62.4,0.105,0.33,0.828,27,4.3,13.04,0.238,21.08,25.49,28.71,26.87,4.22,1.62,15.55,16.34,17.62,18.46
PRR,1,2018,556079.5,5.745,9.86,124,47.1,37.8,0.57,0.174,0.006,5.09,74.8,0.138,0.477,0.069,101,3.8,17.02,1.305,22.31,26.61,27.7,28.42,7.94,2.96,12.26,13.45,15.29,15.6
RRR,2,1987,na,na,8,78,16.5,12.5,0.2,0.05,0.15,2,85.5,0.2,0.45,0.725,92.8,4.5,7.28,-1.393,na,na,na,na,na,na,na,na,na,na
RRR,2,1988,na,na,12.8,84,50,139,0.4,0.2,1.02,0.83,92.5,0,0.25,0.45,50,0.5,12.94,0.323,na,na,na,na,na,na,na,na,na,na
RRR,2,1989,na,na,8,45,5,26,0.5,0.4,0.1,3.5,65.5,0.15,0.3,1.025,79.5,3.8,13.4,0.463,18.93,25.94,28.29,27.64,3.45,0.58,10.68,14.84,19.45,19.84
RRR,2,1990,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.87,-0.305,17.4,24.91,27.47,27.31,4.94,0.93,12.03,15.54,15.8,15.87
RRR,2,1991,na,na,na,72,na,na,na,0.05,na,na,na,0.025,0.163,0.55,17,5.5,5.74,-1.86,22.45,27.4,30.09,27.43,na,1.54,12.6,14.43,16.37,17.25
RRR,2,1992,9727.2,3.988,7.37,68.3,70,102.5,na,0.05,na,7.25,33.8,0.075,na,1.25,155,6.5,12.87,0.302,19.7,23.18,28.28,26.52,3.85,0.74,10.19,12.66,14.7,18.86
RRR,2,1993,3960,3.598,7.96,72,na,na,na,0.083,na,4,77,0.1,na,na,na,3.7,10.36,-0.459,20.79,27.19,na,28.58,5.87,1.44,11.5,15.19,na,17.1
RRR,2,1994,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.8,7.58,-1.302,20.48,26.67,28.5,26.78,2.9,0.27,13.21,14.38,16.25,16.69
RRR,2,1995,111.4,2.047,13.75,62,na,na,na,na,na,8.7,28,na,na,na,na,9.7,12.48,0.184,20.63,25.78,28.89,30.19,0.33,0.32,15.51,16.41,17.95,19.07
RRR,2,1996,na,na,na,na,na,na,na,na,na,5.26,80,na,na,1.045,na,4.3,11.14,-0.223,21.21,26.6,28.62,27.76,5.88,0.84,14.46,16.92,18.02,19.25
RRR,2,1997,na,na,13.8,44,na,na,na,na,0.03,5.21,na,na,na,0.504,na,5.1,9.35,-0.766,18.58,23.51,28.8,26.73,3.68,1.29,13.67,15.83,16.76,17.39
RRR,2,1998,1669.6,3.223,15.2,84,na,na,0.05,na,na,4.5,79,na,0.075,na,na,3.2,13.19,0.399,22.18,26.9,28.53,28.7,3.81,0.69,13.79,16.1,18.75,19.84
RRR,2,1999,249.7,2.397,na,na,15,5,0.05,na,0.175,4.05,78,na,0.175,0.555,23.3,2.6,7.59,-1.299,23.56,26.88,29.91,28.15,4.17,1.32,13.75,14.1,14.94,16.36
RRR,2,2000,570.1,2.756,na,66,na,na,na,na,na,na,na,na,na,na,na,na,15.72,1.166,20.31,26.73,28.08,28.24,2.73,1.71,13.4,14.6,15.35,18.53
RRR,2,2001,6799.6,3.832,na,64.3,na,na,na,na,na,na,na,na,na,na,na,na,15.37,1.06,23.36,25.64,28.25,29.24,-0.49,0.84,12.54,14.86,15.37,17.53
RRR,2,2002,na,na,na,77.3,na,na,na,na,na,na,na,na,na,na,na,na,11.48,-0.12,20.47,25.92,29.47,28.39,2.96,0.34,14.78,15.83,15.59,17.04
RRR,2,2003,1917.4,3.283,na,52.3,na,na,na,na,na,na,na,na,na,na,na,na,11.23,-0.195,21.1,23.69,28.08,28.6,2.44,0.25,14.38,17.3,18.42,19.9
RRR,2,2004,84588,4.927,na,64,na,na,na,na,na,na,na,na,na,na,na,na,11.05,-0.25,22.35,26.25,27.61,27.65,2.64,0.67,14.23,18.58,19.47,20.03
RRR,2,2005,717.4,2.856,na,84,na,na,na,na,na,na,na,na,na,na,na,na,14.78,0.881,21.41,26.2,28.47,29.12,3.54,0.6,12.3,12.98,14.17,15.37
RRR,2,2006,883.2,2.946,na,67.7,46.7,na,0.54,na,0.01,4.23,79.8,na,0.763,0.857,140,5.5,13.13,0.381,20.66,25.67,29.66,29.94,3.07,0.59,12.47,17.4,19.33,21.04
RRR,2,2007,560.8,2.749,na,96,na,na,0.271,0.018,0.008,3.61,101,0,0.361,0.644,19.3,4.6,8.83,-0.923,22.58,26.91,28.51,29.79,3.66,2.04,11.61,12.75,14.33,15.55
RRR,2,2008,31234.8,4.495,na,na,7.4,na,na,0.043,0.03,12.84,114.9,na,na,na,na,na,12.26,0.117,19.17,28.7,28.39,28.05,3.45,0.04,13.39,16.51,18.4,18.85
RRR,2,2009,na,na,na,64,48.6,na,0.731,0.051,0.849,9.81,98.5,0.054,1.06,3.904,187.5,14,18.16,1.906,21.37,27.54,25.96,28.7,3.16,0.43,15.27,19.14,21.04,22.88
RRR,2,2010,39573.3,4.597,na,91,na,na,na,na,na,na,na,na,na,na,na,na,5.96,-1.794,22.36,28.67,30.02,30.17,3.1,0.28,15.24,17,17.72,18.39
RRR,2,2011,33559.8,4.526,na,64,30.8,na,0.68,0.021,0.086,6.6,72.3,0,0.58,1.2,7,3.4,12.42,0.165,na,24.61,na,na,na,0.35,na,16.04,na,na
RRR,2,2012,111857.4,5.049,3.13,82,na,na,na,na,na,na,na,na,na,na,na,na,8.82,-0.926,na,na,na,na,na,na,na,na,na,na
RRR,2,2013,109762.8,5.04,na,80,14.1,na,0.286,0.011,0.132,3.71,94.7,na,na,na,na,na,16.69,1.46,na,na,na,na,na,na,na,na,na,na
RRR,2,2014,195654.5,5.291,na,79,18.5,na,0.6,0.035,0.052,3.9,na,na,na,na,na,na,10.02,-0.562,na,na,na,na,na,na,na,na,na,na
RRR,2,2015,67577.6,4.83,3.03,81,3.9,na,0.822,0.152,0.099,3.81,82.5,0.137,0.7,0.384,2,2.8,18.97,2.152,na,na,28.04,na,na,na,na,na,19.48,na
RRR,2,2016,874298.9,5.942,4.68,83,72.6,na,0.584,0.091,0.057,6.68,85,0.076,0.324,0.916,110,3.3,15.58,1.124,21.94,27.94,27.99,30.65,1.79,0.41,15.03,16.49,20.25,23.33
RRR,2,2017,448948.7,5.652,4.56,96,25.9,2,0.498,0.155,0.063,7.2,94.7,0.149,0.41,0.554,16.5,4,11.41,-0.141,22.98,27.53,29.49,28.78,2.2,-0.03,15.66,18.51,22.21,22.46
RRR,2,2018,1079339.4,6.033,8.98,60,19.3,30.7,0.242,0.117,0.027,4.86,93.7,0.137,0.119,0.888,74,3.1,13.32,0.438,24.2,29.53,29.47,28.56,4.5,0.4,13.07,16.09,21.79,23.06
SRR,3,1987,na,na,10.6,na,24,24,0.7,0.05,4.7,5.5,130,na,na,na,na,na,15.67,0.751,na,na,na,na,na,na,na,na,na,na
SRR,3,1988,895.7,2.952,16.8,84,50,na,0.55,0.05,4.05,4,136,na,na,na,na,na,7.11,-1.484,na,na,na,na,na,na,na,na,na,na
SRR,3,1989,na,na,12,17,89.7,42.33333333,0.667,0.133,2.8,3.67,99.5,na,na,na,na,na,13.47,0.176,15.49,23.18,26.59,25.42,8.84,3.12,12.9,18.11,20.92,22.4
SRR,3,1990,na,na,4,44,na,na,na,na,na,na,na,na,na,na,na,na,16.68,1.015,15.23,21.95,25.32,24.31,7.86,3.92,11.63,17.33,20.06,20.99
SRR,3,1991,na,na,na,30,5,26,0.5,0.05,2.3,5,167.5,na,na,na,na,na,7.63,-1.348,19.41,26.98,27.42,25.56,7.7,1.08,11.86,16.46,18.89,19.91
SRR,3,1992,3895.9,3.591,25.08,24,5,5,1.25,0.05,3.9,9.5,111.5,na,na,na,na,na,11.08,-0.448,16.59,20.73,23.62,24.47,6.94,2.39,12.19,16.16,19.74,21.65
SRR,3,1993,14186.7,4.152,6.31,42,na,na,na,0.075,na,6,168,na,na,na,na,na,16.16,0.879,17.95,22.02,26.59,27.21,6.33,4.07,13.08,17.19,20.98,23.99
SRR,3,1994,na,na,8.53,28,na,na,na,na,na,14,na,na,na,na,na,na,13.33,0.14,14.8,25.51,na,na,8.13,3.07,12.59,14.68,na,na
SRR,3,1995,480.4,2.682,na,42,na,na,na,na,na,10.43,134,na,na,na,na,na,7.65,-1.343,15.12,24.21,26.95,29.25,9,2.06,12.3,17.36,20.68,22.29
SRR,3,1996,na,na,na,39,na,na,na,na,na,8.03,115,na,na,na,na,na,14.45,0.432,15.16,22.86,24.63,25.17,8.88,4.75,11.83,15.8,18.73,22.16
SRR,3,1997,na,na,10.13,39,na,na,na,na,na,6.96,na,na,na,na,na,na,15.92,0.816,13.53,22.5,25.9,na,7,3.83,11.73,15.13,20.19,na
SRR,3,1998,520.2,2.716,13.56,81,na,na,na,na,na,6.53,82,na,na,na,na,na,19.15,1.66,22.19,21.92,25.85,25.74,3.81,0.86,14.1,17.92,22.64,22.74
SRR,3,1999,1258.6,3.1,na,53,15,12.5,na,na,na,6.65,110,na,na,na,na,na,11.5,-0.338,18.34,25.55,31.68,26.92,6.79,2.72,13.09,20.05,23.25,20.36
SRR,3,2000,1980.2,3.297,na,34,na,na,na,na,na,na,na,na,na,na,na,na,12.4,-0.103,19.08,24.65,28.19,25.7,5.82,2.46,14.38,20.85,25.02,23.34
SRR,3,2001,675.1,2.829,na,31.5,na,na,na,na,na,na,na,na,na,na,na,na,14.52,0.451,20.72,21.94,28.15,26.7,2.63,3.7,15.44,16.79,16.62,17.54
SRR,3,2002,na,na,na,23.5,na,na,na,na,na,na,na,na,na,na,na,na,7.23,-1.453,15.2,23.74,27.47,26.65,5.87,3.46,13.43,16.39,18.07,18.89
SRR,3,2003,70699,4.849,na,28,na,na,na,na,na,na,na,na,na,na,na,na,16.55,0.981,18.1,21.71,25.05,26.81,6.12,2.58,13.85,16.91,20.32,22.61
SRR,3,2004,115935.6,5.064,na,39,na,na,na,na,na,na,na,na,na,na,na,na,16.34,0.926,18.78,23.59,24.13,24.92,5.69,1.87,14.71,18.6,22.08,22.2
SRR,3,2005,29925,4.476,na,26,na,na,na,na,na,na,na,na,na,na,na,na,9.48,-0.865,16.65,23.66,26.64,28.19,6.43,0.9,11.26,15.42,20.09,20.82
SRR,3,2006,15482,4.19,na,29.5,130,na,0.984,na,1.693,na,97.9,na,na,na,na,na,13.06,0.069,18.22,24.68,27.26,26.88,6.48,1.63,14.56,19.01,22.01,23.37
SRR,3,2007,15534.3,4.191,na,30,75,na,1.032,0.149,0.487,6.81,129.6,na,na,na,na,na,12.5,-0.077,19.6,24.26,24.99,26.61,5.4,1.06,13.35,15.1,16.71,18.02
SRR,3,2008,20304.2,4.308,na,33,1025,na,1.04,0.145,2.975,11.25,132.5,na,na,na,na,na,7.92,-1.273,16.28,24.83,25.29,25.29,6.75,2.84,14.08,19.83,23.1,23.17
SRR,3,2009,na,na,na,36,162,na,0.937,0.127,12.442,15,133.3,na,na,na,na,na,9.71,-0.805,18.23,23.42,24.09,24.42,6.77,1.97,15.8,17.94,20.27,20.23
SRR,3,2010,5256,3.721,na,23,207.3,na,1.447,0.127,6.407,10.69,114.5,na,na,na,na,na,16.64,1.004,18.23,25.55,28.5,26.99,4.32,1.42,15.49,20.57,23.83,25.2
SRR,3,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9.13,-0.957,na,na,na,na,na,na,na,na,na,na
SRR,3,2012,1006869.9,6.003,53.75,19,104.1,na,1.061,0.067,0.494,9.15,121.4,na,na,na,na,na,8.17,-1.207,na,na,28.18,na,na,na,na,na,19.52,na
SRR,3,2013,268574.3,5.429,na,33,34.2,na,0.958,0.103,3.576,5.81,142.9,na,na,na,na,na,13.2,0.106,na,na,24.2,na,na,na,na,na,21.31,na
SRR,3,2014,72415.6,4.86,na,20,114,na,1.7,0.376,1.04,6.3,105,na,na,na,na,na,9.15,-0.952,na,na,na,na,na,na,na,na,na,na
SRR,3,2015,63277.5,4.801,1.8,40,19.6,na,1.133,0.209,0.046,6.27,121.6,na,na,na,na,na,20.73,2.072,na,na,na,24.25,na,na,na,na,na,23.24
SRR,3,2016,371566.5,5.57,14.12,37,78.6,na,0.973,0.067,0.901,8.81,111.3,na,na,na,na,na,9.53,-0.852,16.1,24.51,27.95,27.68,6.79,2.27,12.45,16.06,20.59,22.99
SRR,3,2017,927482.6,5.967,8.95,30,45.2,2,0.94,0.152,3.472,7.75,127.5,na,na,na,na,na,15.23,0.636,16.72,22.87,25.85,24.67,5.49,2.1,12.82,19.46,22.13,23.29
SRR,3,2018,1210355.8,6.083,23.94,36,111.9,89.3,0.913,0.132,1.519,6.61,104.4,na,na,na,na,na,18.13,1.393,19.73,24.04,26.3,25.91,7.57,1.77,10.55,18.33,22.01,23.38
TAR,2,1987,na,na,27.47,39,39.8,19.8,0.382,0.05,0.1,3.83,99.1,0,0.467,0.183,631,4.3,11.57,-0.283,na,na,na,na,na,na,na,na,na,na
TAR,2,1988,1608.7,3.206,30.53,34,49.6,90.57142857,0.743,0.075,0.1,4.45,90.9,0,0.733,1.033,363.3,5,11.15,-0.385,na,na,na,na,na,na,na,na,na,na
TAR,2,1989,na,na,14.19,28.3,75.7,16.6,0.45,0.077,0.202,3.97,103.3,0.1,0.533,1.467,511.7,6,15.8,0.745,17.18,25.74,27.74,26.59,3.88,0.43,7.99,11.13,11.65,11.83
TAR,2,1990,na,na,20.43,25.5,120.8,10.5,0.544,0.088,0.306,6.13,118.9,na,na,na,na,na,13.51,0.188,17.53,23.88,26.64,26.82,2.79,0.74,9.79,13.59,13.47,14.9
TAR,2,1991,na,na,na,33.7,21.1,5,0.429,0.052,na,5.48,113.4,0,0.533,1.55,261.3,4,16.65,0.952,21.58,27.4,28.55,27.11,2.62,0.49,10.47,11.09,13.17,13.22
TAR,2,1992,5452.8,3.737,15.03,37.7,156.1,90,1.78,0.079,0.338,6.55,107.7,na,na,na,na,na,18.51,1.404,19.54,23.86,27.03,25.51,4.67,0.54,9.08,11.71,14.55,16.14
TAR,2,1993,63250,4.801,16.54,32,na,na,na,0.293,na,6.14,108.3,na,na,na,na,na,14.49,0.427,20.43,24.25,29.05,28.13,4.72,1.31,8.41,9.63,11.03,11.55
TAR,2,1994,na,na,18.62,23.3,na,na,na,na,na,9.57,na,na,na,na,na,10,9.27,-0.842,19.1,26.7,29.03,26.44,4.5,0.37,11.16,11.34,12.09,12.4
TAR,2,1995,21549.3,4.333,14.1,38,na,na,na,na,na,9,75.4,na,na,na,na,11.1,10.39,-0.57,19.21,26.61,28.05,29.89,3.71,0.37,12.66,17.81,17.43,18.31
TAR,2,1996,na,na,na,28,na,na,na,na,na,6.72,84.5,na,na,0.504,na,5.1,16.04,0.803,20.24,24.56,27.11,27.71,5.04,0.66,14.35,17.74,18.32,18.4
TAR,2,1997,na,na,30.37,32,na,na,na,na,0.005,7.89,na,na,na,0.195,na,8.7,9.87,-0.696,16.57,22.59,27.45,25.87,3.22,1.83,12.55,16.08,17.28,17.01
TAR,2,1998,12258.1,4.088,36.57,29.3,na,na,0.993,na,na,6.19,81.9,na,0.8,na,na,4.8,16.01,0.796,22.8,24.22,28.4,28.27,2.76,0.3,12.06,15.63,17.79,18.4
TAR,2,1999,30342.9,4.482,na,30.7,52.1,5.833333333,0.82,na,0.057,5.9,75.3,na,0.8,0.16,455,7.3,9.6,-0.762,21.5,27.77,29.54,28.55,2.33,0.92,10.2,12.34,14.13,14.25
TAR,2,2000,8693.7,3.939,na,43,na,na,na,na,na,na,na,na,na,na,na,na,9.53,-0.779,20.42,25.55,27.45,27.61,1.66,0.13,11.82,12.58,13.07,13.68
TAR,2,2001,9307.6,3.969,na,41,na,na,na,na,na,na,na,na,na,na,na,na,8.28,-1.083,23.64,25.14,27.41,28.08,2.53,0.34,10.21,10.95,11.31,11.85
TAR,2,2002,na,na,na,28.3,na,na,na,na,na,na,na,na,na,na,na,na,5.41,-1.781,18.37,26,29.75,28.59,2.16,0.16,13.54,14.26,13.93,14.26
TAR,2,2003,6123.4,3.787,na,37,na,na,na,na,na,na,na,na,na,na,na,na,13.51,0.188,18.67,24.04,28.02,28.53,1.85,0.4,12.03,14.66,16.12,16.52
TAR,2,2004,17704.6,4.248,na,26,na,na,na,na,na,na,na,na,na,na,na,na,14.4,0.405,22.01,26.37,27.47,26.61,2.18,0.42,11.05,16.94,17.13,19.22
TAR,2,2005,9512.5,3.978,na,53,na,na,na,na,na,na,na,na,na,na,na,na,7.84,-1.19,20.26,26.49,29.11,28.87,4.16,2.27,10.15,11.38,11.63,11.99
TAR,2,2006,16813.9,4.226,na,35.3,na,na,na,na,na,na,na,na,na,na,na,na,8.29,-1.081,19,26.07,28.73,28.9,1.94,0.04,10.27,11.6,12.83,14.1
TAR,2,2007,11295.5,4.053,na,48,na,na,0.461,0.018,0.008,4.33,118,0.123,0.935,0.008,244,6.1,6.6,-1.491,21.62,26.59,27.13,28.59,1.35,0.01,9.44,10.3,10.76,11.23
TAR,2,2008,53000.6,4.724,na,34,310.3,na,0.706,0.272,0.061,14.57,125.7,0.085,0.285,0.385,205,15.5,7.92,-1.17,18.75,26,27.37,27.81,2.87,0.24,12.77,13.55,13.95,14.29
TAR,2,2009,na,na,na,23.5,264.6,na,1.192,0.098,0.085,12.11,135,0.058,1.01,1.54,430.5,14.5,15.09,0.572,21.37,26.9,25.55,27.97,2.07,0.05,12.91,14.47,15.21,16.71
TAR,2,2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9.88,-0.694,22.28,27.96,30.49,30.33,3.15,0.1,17.55,17.56,17.78,18.08
TAR,2,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.9,0.769,na,25.37,31.25,29.5,na,0.46,na,17.93,18.74,19.18
TAR,2,2012,na,na,14.33,37,63.9,na,0.499,0.015,0.015,3.96,101.6,0,0.92,2.4,400,6.7,11.17,-0.38,25.42,26.78,29.94,28.3,0.7,-0.05,12.28,13.46,14.2,15.35
TAR,2,2013,48001.9,4.681,na,48,35,na,0.462,0.011,0.114,6.04,na,na,na,na,na,na,16.36,0.881,na,na,na,na,na,na,na,na,na,na
TAR,2,2014,854128.5,5.932,na,33,21.2,na,1.3,0.071,0.014,5.4,na,0.098,1.8,1.53,347,5.7,10.81,-0.468,na,na,25.5,na,na,na,na,na,15.89,na
TAR,2,2015,942997.7,5.975,8.8,24,39.9,na,1.843,0.147,0.038,5.96,86.2,0.13,1.6,1.41,235,4.5,23.58,2.636,na,na,na,27.72,na,na,na,na,na,20.65
TAR,2,2016,778850.8,5.891,11.59,47,56.1,na,0.924,0.127,1.201,8.62,110,na,na,na,na,na,17.44,1.144,20.33,27.42,30.08,30.21,2.25,0.17,12.74,14.18,15.42,17.99
TAR,2,2017,1811909.5,6.258,10.48,30,58.7,2,0.847,0.081,0.079,8.57,94.6,0.168,0.52,3.14,253,5.2,17.21,1.088,21.61,25.26,28.88,26.98,2.5,0.26,14.25,16.09,18.12,18.67
TAR,2,2018,1118997.5,6.049,17.26,39,88.4,64.9,0.602,0.142,0.005,7.12,108,0.135,1.14,0.424,662,15.3,15.44,0.658,23.51,27.17,28.27,27.58,3.14,0.13,11.99,14.8,15.78,16.8
WFR,3,1987,na,na,na,10,220.1,45.33333333,0.9,0.454,0.18,7.83,100,0,na,0.65,161.5,7,7.24,-1.293,na,na,na,na,na,na,na,na,na,na
WFR,3,1988,na,na,na,12,307.8,89,1.583,0.617,0.75,7.67,127,0,na,0.3,170,6,8.96,-0.694,na,na,na,na,na,na,na,na,na,na
WFR,3,1989,na,na,na,18,110.8,51,0.55,0.125,0.225,5.75,104.3,0,na,0.5,64,5,10.29,-0.23,16.3,23.46,26.51,25.45,na,na,na,na,na,na
WFR,3,1990,na,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,13.39,0.85,18.22,23.62,26.13,25.7,na,na,na,na,na,na
WFR,3,1991,na,na,na,14,340.7,13.75,1.217,0.317,na,7.43,125,0,na,0.125,155.3,6.3,8.67,-0.795,20.39,25.42,26.98,24.93,na,na,na,na,na,na
WFR,3,1992,1278.3,3.107,63.63,na,na,na,na,na,na,na,120.3,0.45,na,0.375,130,6,8.86,-0.729,19.16,18.02,25.68,24.82,na,na,na,na,na,na
WFR,3,1993,14429,4.159,63.93,12,na,na,na,0.613,na,7.75,91.7,0.533,na,na,na,8.5,6.05,-1.708,20.2,23.24,28.46,26.05,na,na,na,na,na,na
WFR,3,1994,na,na,15.96,24,na,na,na,na,na,13.25,na,na,na,na,na,9,11.02,0.024,16.18,25.16,26.44,24.08,na,na,na,na,na,na
WFR,3,1995,8633.6,3.936,na,6,na,na,na,na,na,8.27,81.5,na,na,na,na,10.3,10.76,-0.067,18.04,25.59,25.99,27.6,na,na,na,na,na,na
WFR,3,1996,na,na,na,na,na,na,na,na,na,na,na,na,na,0.045,na,6.9,10.61,-0.119,na,na,na,na,na,na,na,na,na,na
WFR,3,1997,na,na,17,10,na,na,na,na,na,na,na,na,na,0.642,na,12.6,12.75,0.627,na,na,25.96,24.68,na,na,na,na,na,na
WFR,3,1998,4576.2,3.661,39.33,na,na,na,1.275,na,na,6.03,72.5,na,na,na,na,5.2,12.21,0.439,23.72,23.26,24.9,26.85,na,na,na,na,na,na
WFR,3,1999,829.6,2.919,na,25,75,5,0.7,na,0.025,7.13,95.5,na,na,0.37,100,5.1,8.04,-1.014,22.17,25.32,28.62,25.98,na,na,na,na,na,na
WFR,3,2000,1088.2,3.037,na,30,na,na,na,na,na,na,na,na,na,na,na,na,8.29,-0.927,20.31,26.57,27.34,26.64,na,na,na,na,na,na
WFR,3,2001,8396.9,3.924,na,17,na,na,na,na,na,na,na,na,na,na,na,na,15.4,1.55,25.19,22.67,26.4,27.85,na,na,na,na,na,na
WFR,3,2002,1631.7,3.213,na,19,na,na,na,na,na,na,na,na,na,na,na,na,7.33,-1.262,18.44,26.3,28.57,27.81,na,na,na,na,na,na
WFR,3,2003,390.7,2.592,na,14,na,na,na,na,na,na,na,na,na,na,na,na,18.45,2.613,20.38,22.04,26.18,26.82,na,na,na,na,na,na
WFR,3,2004,2197.1,3.342,na,14,na,na,na,na,na,na,na,na,na,na,na,na,10.6,-0.122,21.01,25.26,24.88,25,na,na,na,na,na,na
WFR,3,2005,11564,4.063,na,20,na,na,na,na,na,na,na,na,na,na,na,na,10.57,-0.133,18.54,25.89,27.4,27.74,na,na,na,na,na,na
WFR,3,2006,7108.1,3.852,na,22.3,na,na,na,na,na,na,na,na,na,na,na,na,9.53,-0.495,20.3,25.17,28.82,27.02,na,na,na,na,na,na
WFR,3,2007,14064,4.148,na,18,72,na,0.879,0.268,0.008,5.97,107,0,na,0.333,86,4.4,7.76,-1.112,21.85,24.33,26.69,27.76,na,na,na,na,na,na
WFR,3,2008,35644,4.552,na,na,na,na,na,na,na,na,na,0.095,na,0.078,51.5,10.3,10.5,-0.157,17.31,25.31,26.34,25.28,na,na,na,na,na,na
WFR,3,2009,na,na,na,17.5,293.2,na,1.242,0.149,0.322,11.81,100,0.13,na,0.61,240,16,13.87,1.017,20.55,25.45,26.27,27.14,na,na,na,na,na,na
WFR,3,2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13.04,0.728,20.63,26.86,30.1,29.64,na,na,na,na,na,na
WFR,3,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.86,-0.032,na,na,na,na,na,na,na,na,na,na
WFR,3,2012,143095.1,5.156,25.5,13,100.5,na,0.922,0.015,0.022,5.35,113.3,na,na,na,na,na,6.98,-1.384,na,na,31.49,na,na,na,na,na,na,na
WFR,3,2013,419674.4,5.623,na,21,80.3,na,1.725,0.011,0.11,5.7,na,na,na,na,na,na,11.84,0.31,na,na,na,28.26,na,na,na,na,na,na
WFR,3,2014,543030.5,5.735,na,17.3,98,na,1.942,0.194,0.048,5.76,106.7,na,na,na,na,na,10.3,-0.227,na,na,25.64,26.41,na,na,na,na,na,na
WFR,3,2015,74179,4.87,10.91,27,63.3,na,1.756,0.13,0.015,5.9,109,na,na,na,na,na,14.71,1.31,na,na,27.39,25.73,na,na,na,na,na,na
WFR,3,2016,311860,5.494,18.96,22,84.6,na,0.939,0.141,0.04,8.62,na,na,na,na,na,na,15.82,1.697,21.04,25.94,28.42,28.82,na,na,na,na,na,na
WFR,3,2017,1938802.1,6.288,7.78,13,218.2,106,1.253,0.179,0.133,10.78,132.1,na,na,na,na,na,12.6,0.575,20.16,24.66,26.41,26.06,na,na,na,na,na,na
WFR,3,2018,1095620.6,6.04,26.35,27,112,93.6,0.628,0.156,0.003,7.28,108,na,na,na,na,na,13.14,0.763,22.93,29.54,26.47,24.58,na,na,na,na,na,na
